id	Ajap1	Ajap10	Ajap100	Ajap101	Ajap102	Ajap103	Ajap104	Ajap105	Ajap106	Ajap107	Ajap108	Ajap11	Ajap12	Ajap14	Ajap15	Ajap16	Ajap17	Ajap18	Ajap2	Ajap20	Ajap21	Ajap22	Ajap23	Ajap24	Ajap25	Ajap26	Ajap27	Ajap28	Ajap29	Ajap3	Ajap30	Ajap31	Ajap32	Ajap33	Ajap34	Ajap35	Ajap36	Ajap37	Ajap38	Ajap39	Ajap40	Ajap41	Ajap42	Ajap43	Ajap44	Ajap45	Ajap46	Ajap49	Ajap5	Ajap50	Ajap51	Ajap52	Ajap53	Ajap54	Ajap55	Ajap56	Ajap57	Ajap58	Ajap59	Ajap60	Ajap61	Ajap63	Ajap64	Ajap65	Ajap66	Ajap67	Ajap68	Ajap69	Ajap70	Ajap72	Ajap73	Ajap74	Ajap75	Ajap77	Ajap78	Ajap8	Ajap80	Ajap81	Ajap82	Ajap83	Ajap84	Ajap85	Ajap86	Ajap89	Ajap9	Ajap90	Ajap91	Ajap92	Ajap93	Ajap94	Ajap95	Ajap96	Ajap97	Ajap98	Ajap99
177	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B
178	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:A	na	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	na	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	na	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B
179	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	na	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B
180	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B
181	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:B	na	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	na	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A
182	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B
183	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	na	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A
184	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	na	na	A:A	A:A	A:A	A:B	na	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A
185	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	na	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	A:B	A:A	A:B	A:B	na	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A
186	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	na	A:B	A:B	A:A	na	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	na	A:A	A:B	A:A	A:B	A:A	na	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	na	na	A:B	A:B	A:B	A:B	A:B	A:B
187	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	na	A:A	A:A	A:B	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A
188	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	na	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	na	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B
189	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	na	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B
190	na	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	na	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	na	A:A	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	na	A:A	A:A	na	na	A:A	na	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:A	A:B	A:B	A:A	A:B	na	na	A:A	A:B	A:A	A:A	A:B	A:B	A:A	na	A:A	A:B	A:A	A:B	A:A
191	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	na	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	na	na	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	na	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B
192	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:B	na	A:B	A:B	A:A	A:A	A:B	A:A	na	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	na	A:A	A:A	A:A	A:B	A:A
194	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B
195	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	na	na	A:B	A:B	na	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	na	na	A:B	A:B	na	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	na	na	A:B	na	A:B	A:B	na	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na
196	A:A	A:B	na	A:B	A:B	na	na	A:A	A:B	A:B	na	A:A	A:B	A:B	A:B	na	A:B	A:B	A:B	na	na	na	na	A:B	A:B	na	A:B	na	A:A	A:B	A:B	A:B	na	A:B	A:A	na	na	A:B	A:B	A:B	na	na	A:B	na	na	A:B	A:B	A:B	A:B	A:B	na	A:B	na	na	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	na	A:B	na	na	A:B	na	A:B	A:B	na	na	na	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	na	A:A	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:B	A:A
197	A:A	A:B	na	A:B	na	na	A:A	A:B	A:B	na	na	A:A	A:A	A:A	A:B	A:A	na	na	A:A	na	na	A:A	A:B	na	A:A	A:B	na	na	A:B	A:B	A:B	A:B	na	A:B	A:A	A:B	A:A	A:B	A:B	na	na	na	A:A	A:B	A:B	A:B	A:A	A:A	na	na	na	na	na	na	na	na	A:B	A:A	na	A:A	na	A:B	na	na	na	na	A:B	A:A	A:A	A:B	A:A	A:B	na	A:A	na	na	A:B	na	na	A:B	na	A:B	na	A:B	A:A	A:A	na	na	na	A:B	A:B	na	A:A	A:B	A:A
198	A:B	A:B	na	A:A	A:B	na	A:A	na	A:B	A:A	na	na	A:A	na	na	A:A	A:A	A:A	A:A	A:B	A:A	A:B	na	na	A:A	A:A	na	A:B	A:A	A:B	na	na	A:A	A:B	na	na	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:B	na	A:B	A:B	A:A	A:A	na	na	na	A:B	A:A	na	A:B	na	A:A	na	A:A	A:A	na	na	na	A:A	A:A	A:B	A:B	A:B	na	A:A	A:B	na	A:A	A:B	A:B	A:B	A:B	A:A	A:B	na	A:B	A:A	na	na	A:A	na	na	na	na	A:A	A:B	A:A	na	na
199	A:B	A:A	A:B	A:A	na	na	A:B	A:A	A:A	A:A	A:A	A:B	na	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	na	A:A	na	A:A	na	A:B	A:B	A:A	A:B	A:A	A:A	na	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	na	na	A:A	A:A	na	A:A	na	A:A	na	A:A	A:A	na	A:B	na	A:B	na	A:B	na	A:B	na	A:A	A:A	A:A	na	A:A	na	na	A:A	A:A	na	A:A	A:A	A:A	na	na	A:A	na	na	na	na	A:B	A:A	A:A	na	A:A	na	A:B	A:A	na	na	A:B	A:A
200	A:A	A:B	A:B	A:A	A:A	na	A:B	A:A	na	A:A	A:B	na	A:A	na	A:A	A:B	na	na	A:B	A:A	A:B	A:B	A:B	na	A:A	na	A:B	A:B	A:A	A:A	na	A:A	na	na	A:B	A:B	na	A:A	A:A	na	na	A:A	A:A	na	na	A:A	na	A:A	na	A:B	na	na	na	na	A:B	A:B	A:B	A:B	A:B	na	na	na	na	na	A:B	A:B	na	na	na	na	A:A	A:B	A:B	A:A	na	A:A	na	na	A:B	na	A:B	na	A:B	A:A	na	na	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A
201	A:A	A:B	A:A	A:B	A:A	na	A:B	A:B	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	na	A:A	A:B	A:B	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	na	A:B	A:B	A:B	A:A	A:A	A:B	na	A:A	A:B	na	na	A:A	A:B	A:B	A:B	A:B	na	na	na	A:B	A:A	na	A:A	A:B	A:A	A:A	na	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:B	A:A	A:B
202	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	na	A:B	A:B	na	A:B	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	na	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:A	A:B	na	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	na
203	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	na	A:A	A:B	A:B	A:A	na	na	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	na	A:A	A:B	A:B	na	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	na	A:B	na	A:A	A:A	A:A	A:B	A:B	A:B	A:B	na	A:A	A:B	A:B	na	A:B	A:B	A:A	na	A:B	A:A	A:A	na	na	A:B	A:A	A:B	A:B	A:B	A:B	na	na	A:A	A:A	A:B	A:B	na	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:A
204	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:B	na	na	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:B	A:B	na	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:B	na	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	na	A:A	A:B	A:B	na	A:A	na	na	A:B	A:B	A:B	A:B	A:B	A:B	na	A:B	A:B	A:B	A:B	A:A	A:B	A:B	na	A:B	A:B	A:B	A:B	A:B	A:A
205	A:A	A:B	na	na	A:A	A:B	na	na	na	na	na	na	A:B	A:A	na	A:B	A:A	A:B	A:B	na	A:A	A:B	A:B	A:A	na	A:B	A:A	A:B	na	na	na	na	A:A	na	na	A:B	na	na	na	A:A	na	na	A:A	A:B	A:B	na	A:A	na	na	A:A	A:A	A:A	na	A:B	A:A	A:B	na	A:B	A:A	na	na	na	na	A:A	A:B	A:A	na	A:B	A:A	na	na	A:B	A:A	A:B	A:A	na	na	A:A	A:B	na	A:A	na	A:B	na	A:A	A:A	A:A	na	A:B	na	na	A:A	na	na	na
206	A:B	A:B	A:B	A:A	A:B	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	A:A	A:A	A:B	A:A	A:B	A:B	A:B	A:A	na	A:A	A:A	A:A	A:B	A:B	A:B	na	A:B	A:B	na	A:B	A:B	A:B	A:A	A:A	A:B	na	A:B	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	na	A:B	A:A	A:A	A:B	A:B	A:B	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	na	A:A	A:B	na	na	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:B	A:A	A:B	A:A	A:B	na
207	A:B	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	A:B	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	na	A:A	A:A	na	A:A	A:B	A:A	A:B	na	A:B	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	na	na	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A
208	na	na	na	A:B	A:A	na	na	na	A:B	na	na	A:A	A:A	na	na	na	na	A:A	na	na	na	na	na	na	A:A	A:B	A:B	na	na	A:B	na	na	A:B	A:A	na	A:B	A:B	A:B	A:B	A:B	A:A	A:B	na	A:B	na	A:B	A:B	A:A	na	A:B	na	na	A:B	A:B	A:B	A:B	na	A:B	na	A:B	na	na	A:A	na	A:B	A:B	A:A	A:A	A:B	A:B	na	na	na	na	A:B	na	A:A	A:B	A:B	na	na	A:A	na	na	na	A:B	na	na	na	na	na	A:A	A:A	na	A:A
209	A:B	na	na	na	A:B	na	A:A	A:B	A:B	na	A:A	A:A	na	A:B	A:A	A:A	na	na	na	na	A:B	A:A	na	A:B	na	A:A	A:B	na	A:B	na	na	na	na	na	A:A	na	A:B	na	na	A:B	A:A	na	A:B	A:B	A:B	na	A:B	na	A:B	na	A:B	A:B	A:B	na	A:B	na	na	A:A	na	A:B	A:A	na	na	A:B	na	na	A:B	na	na	A:B	na	na	na	na	A:B	A:A	A:B	A:B	na	A:B	na	A:B	na	na	na	A:A	na	na	na	na	na	A:B	na	na	A:A
210	na	A:B	na	A:A	na	A:B	A:B	na	na	A:A	na	na	na	A:B	na	A:B	na	na	A:B	na	A:A	na	A:B	A:B	na	na	A:A	A:A	na	A:A	A:B	na	A:A	na	na	na	na	na	A:B	na	A:B	na	na	na	na	A:B	A:B	na	na	na	na	A:B	A:B	na	A:A	A:B	A:B	A:A	A:B	na	na	A:B	A:B	A:B	A:A	A:A	na	A:A	na	na	A:B	na	A:B	A:B	A:B	na	na	na	A:A	na	A:B	na	A:B	A:B	na	A:A	A:B	A:A	A:B	na	A:A	na	na	na	A:A
211	na	A:A	A:A	A:B	na	A:A	na	A:A	A:A	A:B	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:A	na	A:A	A:A	na	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	na	A:A	A:B	A:A	A:B	na	na	A:A	na	A:A	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	A:B	na	A:A	A:B	A:A	A:A	A:A	na	A:A	A:A	A:A	A:A	A:A	A:B	A:A	A:A	A:A	A:B	A:A	A:A	na	na	A:B	A:A	A:B
212	na	na	na	A:A	A:A	na	A:A	na	na	A:A	na	na	na	na	A:B	A:A	na	na	A:A	na	A:A	A:B	A:A	na	na	A:B	na	na	A:A	A:A	na	na	A:A	A:B	na	A:B	A:A	na	na	A:B	A:A	A:B	na	na	na	A:B	A:B	na	A:A	A:B	na	na	A:B	na	na	A:B	A:B	A:B	na	na	na	na	A:B	na	na	A:A	A:B	na	A:A	na	na	A:B	na	na	na	na	A:B	A:B	A:A	A:A	na	A:B	A:A	A:B	A:A	A:A	A:B	A:A	na	A:B	A:A	A:A	na	A:B	na
213	na	na	na	na	A:A	na	A:B	A:A	A:A	na	A:B	na	A:B	A:A	na	na	A:A	na	A:B	A:A	na	A:B	na	A:A	A:B	A:B	A:A	na	A:A	A:B	na	A:A	na	A:B	A:B	A:B	A:B	A:A	A:A	A:A	A:A	A:A	A:A	A:B	A:B	A:A	na	A:B	na	na	A:A	A:A	na	na	A:A	A:B	na	A:B	na	A:B	na	na	na	A:A	A:B	na	A:A	A:B	A:A	A:A	na	A:B	na	na	A:A	A:A	A:A	A:A	A:B	A:A	na	A:A	A:B	na	A:A	na	na	na	na	A:A	na	A:A	A:B	A:A	A:B
214	na	na	A:A	A:B	na	na	A:A	na	A:A	A:B	A:A	A:A	A:A	na	A:B	A:A	na	na	A:B	na	A:A	A:A	na	na	na	A:B	A:A	A:A	na	A:B	A:B	na	A:A	A:B	A:A	A:B	na	na	na	na	A:A	A:B	na	A:B	na	A:B	na	A:A	na	na	A:A	na	A:B	A:B	A:A	na	A:B	A:A	A:B	na	A:B	A:B	na	na	A:A	A:A	A:A	A:B	A:B	na	A:B	A:A	A:B	A:B	na	na	A:A	na	A:A	na	A:B	A:A	A:B	A:B	na	A:A	A:B	A:B	na	A:B	A:B	na	A:A	A:B	A:B
215	A:B	A:A	A:A	A:B	A:B	A:A	na	na	A:B	A:B	A:A	A:A	A:B	A:B	A:A	na	na	A:B	A:A	A:B	A:B	A:A	A:A	A:B	A:B	A:A	na	A:A	A:B	A:B	A:A	na	A:B	A:B	A:A	A:B	na	A:B	A:B	A:B	A:A	A:A	A:B	A:A	A:A	A:B	A:B	na	na	A:A	na	A:B	A:A	na	na	A:A	A:A	A:B	A:A	A:A	na	A:A	A:A	A:B	A:B	A:B	na	A:B	na	A:B	A:A	A:A	A:A	A:A	A:B	na	na	A:B	A:B	A:B	A:A	na	A:A	A:A	na	A:B	A:A	A:B	A:A	A:A	A:B	A:B	A:B	A:A	na
